num,species,sample,treatment,segment,VWC_FDR_f,RAW_VWC_f,Temp_f,mass_f,volume_cal_f,VWC_est,VWC_FDR_exp,RAW_VWC_exp,Temp_exp,mass_exp,VWC_est_exp,diff_perc,dry_mass,VWC_grav,VWC_exp,density,denscat
169,Jacaranda_copaia,C,D,8,0.183,22657,27.2,426.67,762.5914,0.209500146,0.075,19876,26.9,253.59,-0.017462812,-22.69629581,216.54,0.275547298,0.04858434,0.283952848,0.3
170,Jacaranda_copaia,C,D,9,0.181,22601,27.4,454.36,797.574,0.219677547,0.139,21508,28.5,376.17,0.121642757,55.3733225,225.22,0.287296226,0.189261435,0.282381321,0.3
171,Jacaranda_copaia,C,D,10,0.187,22744,27.3,462.86,813.0075,0.219318241,0.102,20562,27.5,310.07,0.031386396,-18.79318456,230.79,0.285446321,0.097514476,0.28387192,0.3
172,Jacaranda_copaia,C,D,11,0.19,22842,27.3,477.94,823.2965,0.230519898,0.123,21082,26.8,363.03,0.090946852,-13.95730457,234.71,0.295434269,0.155861224,0.285085628,0.3
173,Jacaranda_copaia,C,W,12,0.189,22797,27.2,501.96,843.8745,0.244827785,0.238,24026,27.4,544.91,0.295723979,5.089619369,243.59,0.306171119,0.357067313,0.288656666,0.3
174,Euterpe_oleraceae,A,D,1,0.298,25629,25.5,413.78,568.1293,0.37832012,0.134,21390,25.9,241.95,148.11,0.075871364,-30.24487559,0.467622423,0.165173667,0.260697697,0.3
175,Euterpe_oleraceae,A,W,2,0.312,25975,25.4,426.23,604.1408,0.355514344,0.328,26392,25.4,446.3,146.1,0.388735076,3.322073265,0.4636833,0.496904033,0.241831043,0.2
176,Euterpe_oleraceae,A,D,3,0.278,25111,25.4,412.18,576.3605,0.365142693,0.168,22272,26.2,272.83,150.828,0.123366929,-24.17757636,0.45345231,0.211676546,0.261690383,0.3
177,Euterpe_oleraceae,A,D,4,0.313,22003,25.5,403.18,546.5224,0.387719076,0.147,21710,27.1,243.95,151.83,0.096367798,-29.13512786,0.459907956,0.168556678,0.27781112,0.3
178,Euterpe_oleraceae,A,D,5,0.289,25361,25.5,451.85,604.1408,0.397921677,0.179,22550,26,315.84,168.84,0.172792038,-22.51296387,0.468450401,0.243320762,0.279471276,0.3
179,Euterpe_oleraceae,A,W,6,0.303,25731,25.6,455.2,614.4298,0.390849484,0.35,26957,26.6,488.75,161.61,0.445452955,5.460347138,0.477825132,0.532428603,0.263024352,0.3
180,Euterpe_oleraceae,A,D,7,0.315,26046,25.8,470.37,627.8055,0.399228861,0.176,22479,25.2,322,169.04,0.162897705,-23.63311567,0.479973495,0.243642338,0.269255367,0.3
181,Euterpe_oleraceae,A,D,8,0.298,25621,25.9,449.23,614.4298,0.381133158,0.142,21581,25.9,269.03,166.5,0.087853112,-29.3280046,0.460150208,0.166870162,0.27098295,0.3
182,Euterpe_oleraceae,A,D,9,0.287,25325,26,434.74,574.3027,0.406987561,0.178,22527,25.7,303.71,149.14,0.178832617,43.94056099,0.497298724,0.269143781,0.259688837,0.3
183,Euterpe_oleraceae,A,D,10,0.316,25084,25.8,515.28,664.8459,0.425036742,0.152,21840,25.7,302.65,194.19,0.105218269,-31.98184722,0.48295402,0.163135548,0.292082722,0.3
184,Euterpe_oleraceae,A,D,11,0.324,26267,25.7,407.35,539.3201,0.405302834,0.178,22538,25.8,277.76,171.73,0.165018817,-24.02840169,0.436883402,0.196599385,0.318419432,0.3
185,Euterpe_oleraceae,A,W,12,0.328,26389,25.9,506.57,672.0482,0.40377034,0.357,27139,26.4,534.91,170.58,0.445939934,4.216959438,0.49994926,0.542118854,0.25382108,0.3
186,Euterpe_oleraceae,B,D,1,0.313,26006,25.9,373.15,549.6091,0.328937085,0.182,22617,25.8,256.13,105.99,0.116022124,-21.29149608,0.486090933,0.273175972,0.192846152,0.2
187,Euterpe_oleraceae,B,W,2,0.328,26390,25.7,371.55,550.638,0.32476273,0.363,27297,26.5,400.4,100.75,0.377156498,5.239376868,0.491793156,0.544186925,0.182969573,0.2
188,Euterpe_oleraceae,B,D,3,0.28,25117,25.9,338.58,528.0022,0.291247328,0.177,22486,26.5,242.2,100.79,0.10871021,-18.25371182,0.450357972,0.267820854,0.190889356,0.2
189,Euterpe_oleraceae,B,D,4,0.319,26151,26,367.12,531.0889,0.341259034,0.177,22501,27.7,232.95,106.03,0.08862713,-25.2631904,0.491612609,0.238980705,0.199646425,0.2
190,Euterpe_oleraceae,B,D,5,0.324,26267,25.9,384.35,545.4935,0.354591347,0.184,22657,26.3,283.7,108.13,0.170079524,-18.45118228,0.50636717,0.321855347,0.198224177,0.2
191,Euterpe_oleraceae,B,W,6,0.336,26594,25.9,361.96,536.2334,0.325004578,0.388,27418,26.7,391.5,96.08,0.380092531,5.508795237,0.495828869,0.550916821,0.17917571,0.2
192,Euterpe_oleraceae,B,D,7,0.333,26501,25.9,394.31,573.2738,0.337821421,0.168,22253,25.3,235.74,105.97,0.061217118,-27.66043032,0.502970832,0.226366529,0.18485059,0.2
193,Euterpe_oleraceae,B,D,8,0.333,26516,26,416.89,600.0252,0.344787486,0.18,22566,26.1,297.32,108.89,0.145512522,-19.92749638,0.513311774,0.31403681,0.181475711,0.2
194,Euterpe_oleraceae,B,D,9,0.342,26746,26.2,357.25,609.2853,0.23634272,0.212,23407,25.9,301.8,105.58,0.145334452,61.49309433,0.413057725,0.322049457,0.173284995,0.2
195,Euterpe_oleraceae,B,D,10,0.332,26501,26.3,341.66,483.7595,0.356260032,0.173,22381,26.2,241.81,109.63,0.149855817,-20.64042153,0.47963916,0.273234944,0.226620873,0.2
196,Euterpe_oleraceae,B,D,11,0.359,27178,26.1,418.75,576.3605,0.376541808,0.222,23659,25.7,353.67,125.49,0.263626368,-11.29154409,0.508813494,0.395898053,0.217728314,0.2
197,Euterpe_oleraceae,B,W,12,0.394,28091,26,404.02,564.0137,0.366330118,0.412,28558,21,436.69,108.32,0.424254242,5.792412489,0.524278045,0.58220217,0.192052072,0.2
198,Euterpe_oleraceae,C,D,1,0.441,29289,25.9,526.3,520.7999,0.66056087,0.221,23635,26.5,313.34,114.42,0.251651421,-40.89094487,0.790860367,0.381950918,0.219700503,0.2
199,Euterpe_oleraceae,C,W,2,0.44,29319,26,484.81,575.3316,0.492661867,0.444,29384,26.2,497.3,108.81,0.514371086,2.170921952,0.653536152,0.675245372,0.189125715,0.2
200,Euterpe_oleraceae,C,D,3,0.45,29542,26.2,523.24,629.8633,0.480719936,0.221,23635,26.5,313.34,121.78,0.147473023,-33.32469125,0.637376396,0.304129483,0.19334354,0.2
201,Euterpe_oleraceae,C,D,4,0.478,30250,26.1,495.18,584.5917,0.497052738,0.262,24701,27.3,291.11,112.68,0.14797149,-34.90812476,0.654302824,0.305221576,0.192749914,0.2
202,Euterpe_oleraceae,C,D,5,0.505,30939,26.1,550.79,638.0945,0.513179357,0.297,23593,26.4,427.95,123.21,0.320668686,-19.25106704,0.670088835,0.477578164,0.193090522,0.2
203,Euterpe_oleraceae,C,W,6,0.452,29596,26.1,456.8,537.2623,0.500236467,0.453,29608,26.8,473.61,101.24,0.531524723,3.128825529,0.661799646,0.693087901,0.188436821,0.2
204,Euterpe_oleraceae,C,D,7,0.451,29534,26.1,546.07,638.0945,0.505782333,0.282,25196,25.5,347.47,110.75,0.194543167,-31.1239166,0.6822187,0.370979534,0.173563634,0.2
205,Euterpe_oleraceae,C,D,8,0.451,29977,26.1,527.23,614.4298,0.508080126,0.275,25020,26.1,313.9,117.71,0.160880169,-34.71999568,0.666504131,0.319304174,0.191575995,0.2
206,Euterpe_oleraceae,C,D,9,0.488,30519,26.1,554.34,642.2101,0.513175462,0.3,25664,25.9,439.67,115.8,0.334620189,65.20580454,0.68286064,0.504305367,0.180314822,0.2
207,Euterpe_oleraceae,C,D,10,0.489,30541,26.1,587.18,672.0482,0.523717094,0.289,25371,26.2,364.26,108.06,0.192014695,-33.17023987,0.712925055,0.381222656,0.160792038,0.2
208,Euterpe_oleraceae,C,D,11,0.479,30276,26,604.63,686.4528,0.530803458,0.31,25924,26,514.65,127.04,0.399723797,-13.10796605,0.695736109,0.564656448,0.185067349,0.2
209,Euterpe_oleraceae,C,W,12,0.504,30926,26.2,567.39,645.2968,0.529269818,0.485,30424,26.1,585.16,97.77,0.556807534,2.753771598,0.727758142,0.755295858,0.151511676,0.2
210,Oenocarpus_distichus,A,D,1,0.362,27255,25.8,656.83,378.8117,1.383922157,0.228,23803,26,306.48,199.69,0.45905632,-92.4865837,1.206773708,0.281907871,0.527148449,0.5
211,Oenocarpus_distichus,A,W,2,0.325,26309,26.1,659.33,698.7996,0.593517999,0.345,26823,26.2,671.95,212.7,0.61157754,1.805954096,0.639138889,0.65719843,0.30437911,0.3
212,Oenocarpus_distichus,A,D,3,0.346,26845,26,634.74,650.4413,0.625860543,0.212,23386,26.1,457.72,212.79,0.43057774,-19.52828026,0.64871342,0.376555,0.327147123,0.3
213,Oenocarpus_distichus,A,D,4,0.363,27293,26.1,659.92,664.8459,0.642590915,0.219,22568,25.6,425.17,212.7,0.289501575,-35.308934,0.672667155,0.319577815,0.31992376,0.3
214,Oenocarpus_distichus,A,D,5,0.361,27220,25.9,645.34,678.2216,0.601517911,0.217,23520,26.3,458.16,210.67,0.325531419,-27.59864917,0.640896722,0.36491023,0.310621189,0.3
215,Oenocarpus_distichus,A,W,6,0.347,26889,26.1,601.63,633.9789,0.5989748,0.368,27430,26.1,616.47,198.94,0.622382519,2.340771909,0.635178868,0.658586587,0.313795932,0.3
216,Oenocarpus_distichus,A,D,7,0.345,26837,25.9,602.05,633.9789,0.599637283,0.22,23612,26.2,422.59,196.31,0.316567925,-28.30693577,0.639989754,0.356920396,0.309647529,0.3
217,Oenocarpus_distichus,A,D,8,0.344,26813,26,606.81,640.1523,0.597915051,0.205,23222,25.7,397.49,198.58,0.270930363,-32.69846879,0.637707621,0.310722933,0.31020743,0.3
218,Oenocarpus_distichus,A,D,9,0.348,26899,26.2,628.96,662.7881,0.598960912,0.303,25798,27.1,529.23,215.32,0.448490498,74.87809117,0.624090867,0.473620453,0.324870045,0.3
219,Oenocarpus_distichus,A,D,10,0.343,26775,26.1,605.75,633.9789,0.605473439,0.208,23298,26.1,382.04,209.52,0.252606806,-35.28666333,0.624989254,0.272122621,0.330484185,0.3
220,Oenocarpus_distichus,A,D,11,0.357,27132,26.3,626.17,656.6147,0.603633843,0.23,23887,26.4,495.56,217.75,0.404719625,-19.89142186,0.622008615,0.423094396,0.331625229,0.3
221,Oenocarpus_distichus,A,W,12,0.314,26046,26,672.88,710.1175,0.597561495,0.346,26848,26.5,693.51,242.45,0.626613025,2.90515302,0.606139125,0.635190655,0.34142237,0.3
222,Oenocarpus_distichus,B,D,1,0.386,27872,26.8,613.15,652.4991,0.589694783,0.223,23944,26.1,305.53,117.18,0.118245857,-47.14489261,0.760108328,0.288659402,0.179586455,0.2
223,Oenocarpus_distichus,B,W,2,0.4,28255,26.5,648.46,690.5684,0.589023564,0.403,28324,26.2,651.96,193.5,0.594091852,0.506828867,0.658819604,0.663887893,0.28020396,0.3
224,Oenocarpus_distichus,B,D,3,0.412,28545,26.6,632.18,675.1349,0.586375827,0.218,23549,26.6,432.01,177.9,0.289886932,-29.64888943,0.672872933,0.376384038,0.263502894,0.3
225,Oenocarpus_distichus,B,D,4,0.404,28347,26.6,636.13,674.106,0.593664646,0.28,25162,25.9,352.89,123.9,0.173493338,-42.01713084,0.759865659,0.339694351,0.183798987,0.2
226,Oenocarpus_distichus,B,D,5,0.399,28222,26.5,643.88,684.395,0.59080173,0.284,25258,26.4,455.91,213,0.316150396,-27.46513344,0.629577948,0.354926614,0.311223782,0.3
227,Oenocarpus_distichus,B,W,6,0.393,28060,26.6,693.64,737.8978,0.590021775,0.408,28467,25.6,703.28,129.8,,-59.00217754,0.764116657,0.777180797,0.175905119,0.2
228,Oenocarpus_distichus,B,D,7,0.388,27934,26.7,622.43,659.7014,0.593502621,0.207,23264,26.2,366,133.99,0.204796458,-38.87061631,0.740395579,0.351689416,0.203107042,0.2
229,Oenocarpus_distichus,B,D,8,0.395,28120,26.6,652.4,689.5395,0.596138691,0.249,24174,25.9,364.51,140.28,0.178628164,-41.7510527,0.742698569,0.325188042,0.203440122,0.2
230,Oenocarpus_distichus,B,D,9,0.393,28053,26.6,658.16,698.7996,0.591843699,0.253,24443,26.6,457.13,146.18,0.304164656,51.3927337,0.732656401,0.444977358,0.209187298,0.2
231,Oenocarpus_distichus,B,D,10,0.393,28063,26.6,686.96,720.4065,0.60357274,0.266,24786,26.2,365.67,154.71,0.157588424,-44.59843158,0.738818986,0.29283467,0.214753754,0.2
232,Oenocarpus_distichus,B,D,11,0.39,27976,26.6,693.19,732.7533,0.59600734,0.248,24332,26.7,442.06,157.84,0.253286263,-34.27210768,0.730600599,0.387879522,0.215406741,0.2
233,Oenocarpus_distichus,B,W,12,0.374,27577,26.7,715.17,765.6781,0.584034812,0.379,27693,26.4,729.52,168.16,0.602776369,1.874155732,0.714412493,0.73315405,0.219622319,0.2
234,Oenocarpus_distichus,C,D,1,0.394,28100,26.7,680.93,686.4528,0.641954582,0.239,24043,26,384.58,172,0.210242452,-43.17121294,0.741391105,0.309678976,0.250563476,0.3
235,Oenocarpus_distichus,C,W,2,0.393,28059,26.6,669.61,642.2101,0.692665009,0.383,27840,27.8,680.87,168.76,0.710198212,1.753320292,0.779884963,0.797418166,0.262780047,0.3
236,Oenocarpus_distichus,C,D,3,0.392,28033,26.8,654.26,620.6032,0.704232398,0.23,23866,26.5,349.18,129.15,0.212646148,-49.15862503,0.846128412,0.354542162,0.208103987,0.2
237,Oenocarpus_distichus,C,D,4,0.377,27648,26.8,675.35,629.8633,0.722216781,0.209,23335,26,397.63,184.91,0.281295711,-44.09210697,0.778645144,0.337724074,0.293571637,0.3
238,Oenocarpus_distichus,C,D,5,0.367,27401,26.8,705.02,648.3835,0.73735031,0.257,24557,26.3,417.38,132.87,0.293723969,-44.36263415,0.882425293,0.438798952,0.204925017,0.2
239,Oenocarpus_distichus,C,W,6,0.349,26938,26.7,675.38,615.4587,0.747360392,0.376,27651,25.7,696.4,219.84,0.78151378,3.415338836,0.740163394,0.774316782,0.357196998,0.4
240,Oenocarpus_distichus,C,D,7,0.341,26733,26.8,699.28,604.1408,0.807478522,0.195,22964,26.2,477.55,239.65,0.440461429,-36.70170927,0.760799469,0.393782377,0.396679052,0.4
241,Oenocarpus_distichus,C,D,8,0.353,27030,26.7,711.57,758.4758,0.588157816,0.17,23305,26,414.91,238.09,0.197031296,-39.11265198,0.624251954,0.233125434,0.313905862,0.3
242,Oenocarpus_distichus,C,D,9,0.331,26481,26.9,729.84,775.9671,0.590555341,0.211,23371,26.8,585.27,265.59,0.404245895,68.45182279,0.598285675,0.411976229,0.342269666,0.3
243,Oenocarpus_distichus,C,D,10,0.328,26392,27,714.64,764.6492,0.584598506,0.165,22213,26.4,433.58,246.25,0.217031261,-36.75672452,0.612555404,0.244988159,0.322043102,0.3
244,Oenocarpus_distichus,C,D,11,0.337,26613,27,697.77,758.4758,0.569963432,0.201,23119,26.7,555.37,251.67,0.382218483,-18.77449485,0.588153241,0.400408293,0.331810191,0.3
245,Oenocarpus_distichus,C,W,12,0.316,26074,27.1,672.35,744.0712,0.553609762,0.338,26637,26.3,688.37,252.93,0.57513996,2.153019765,0.563682615,0.585212813,0.339927147,0.3
246,Astrocaryum_vulgare,A,D,1,0.23,23832,27.1,970.75,1006.4407,0.464537702,0.191,22858,29,891.6,0.385894221,-7.864348093,485.2,0.482442731,0.40379925,0.482094971,0.5
247,Astrocaryum_vulgare,A,W,2,0.256,24636,27,782.45,626.7766,0.748371429,0.291,25418,28.6,801.85,0.779323446,3.095201703,415,0.586253539,0.617205556,0.66211789,0.7
248,Astrocaryum_vulgare,A,D,3,0.255,24511,27,832.15,630.8922,0.819005053,0.201,23108,29.7,732.46,0.660990737,-15.80143169,436.67,0.626858281,0.468843964,0.692146772,0.7
249,Astrocaryum_vulgare,A,D,4,0.253,24296,27.9,926.9,725.551,0.77751185,0.176,22479,29.5,653.6,0.400832609,-37.6679241,419.11,0.6998681,0.323188859,0.577643749,0.6
250,Astrocaryum_vulgare,A,D,5,0.251,24400,26.8,875.4,627.8055,0.894380903,0.193,22908,29.5,772.4,0.730317351,-16.40635515,481.75,0.627025408,0.462961857,0.767355495,0.8
251,Astrocaryum_vulgare,A,W,6,0.243,24184,26.8,890.62,704.973,0.763339163,0.244,24231,27.2,930.8,0.820334254,5.699509059,447.3,0.628846779,NA,0.634492385,0.6
252,Astrocaryum_vulgare,A,D,7,0.279,25166,26.8,904.4,1015.7008,0.390419698,0.171,22341,29,593,0.083833349,-30.65863491,402.1,0.494535399,0.18794905,0.3958843,0.4
253,Astrocaryum_vulgare,A,D,8,0.266,24778,26.7,836.3,787.285,0.562258267,0.146,21701,27.2,512,0.150336282,-41.1921985,395.75,0.559581346,0.147659361,0.502676921,0.5
254,Astrocaryum_vulgare,A,D,9,0.286,25300,26.7,890.6,828.441,0.575031294,0.223,23671,28.9,773.9,0.434164292,-14.0867002,408.13,0.582383054,0.441516052,0.492648239,0.5
255,Astrocaryum_vulgare,A,D,10,0.24,24136,26.7,874,650.4413,0.843703114,0.192,22890,28.8,775.56,0.69235971,-15.13434033,438.66,0.669299443,0.51795604,0.67440367,0.7
256,Astrocaryum_vulgare,A,D,11,0.29,25399,26.6,880.2,776.996,0.632824365,0.218,23564,30,830.6,0.568988772,-6.383559246,408.46,0.607133113,0.54329752,0.525691252,0.5
257,Astrocaryum_vulgare,A,W,12,0.291,25445,26.7,758.8,838.73,0.404701155,0.318,26143,28.1,797.07,0.450329665,4.562850977,323.8,0.518641279,0.564269789,0.386059876,0.4
258,Astrocaryum_vulgare,B,D,1,0.195,22955,29.3,898.3,782.1405,0.648514877,0.148,21748,29,812.8,0.539199479,-10.93153979,645.19,0.323611934,0.214296536,0.824902943,0.8
259,Astrocaryum_vulgare,B,W,2,0.176,22458,27.8,898.57,831.5277,0.580625456,0.199,23052,28.9,913.64,0.598748725,1.812326877,640.19,0.310729276,0.328852545,0.76989618,0.8
260,Astrocaryum_vulgare,B,D,3,0.18,22578,27.7,998.3,910.753,0.596125953,0.146,21716,29.1,963.12,0.557498575,-3.862737757,714.93,0.311138146,0.272510769,0.784987807,0.8
261,Astrocaryum_vulgare,B,D,4,0.186,22717,27.7,894.6,710.1175,0.759791513,0.123,21106,29.4,738.53,0.540010984,-21.97805293,629.13,0.373839541,0.154059011,0.885951973,0.9
262,Astrocaryum_vulgare,B,D,5,0.183,22662,27.8,969.3,647.3546,0.99732465,0.138,21495,29.3,910.8,0.906956867,-9.036778297,684.4,0.440098827,NA,1.057225823,1.1
263,Astrocaryum_vulgare,B,W,6,0.183,22651,27.7,907.9,712.1753,0.774826577,0.214,23439,26.9,922.33,0.795088442,2.02618653,638.17,0.378741021,0.399002886,0.896085556,0.9
264,Astrocaryum_vulgare,B,D,7,0.187,22744,27.8,999.6,931.331,0.573302617,0.137,21466,29.1,867.9,0.431892099,-14.14105189,689.71,0.332738844,0.191328325,0.740563774,0.7
265,Astrocaryum_vulgare,B,D,8,0.188,22774,28.5,921.9,895.3195,0.529688284,0.137,21463,27.3,753.8,0.341934081,-18.77542039,623.52,0.333266504,0.1455123,0.69642178,0.7
266,Astrocaryum_vulgare,B,D,9,0.187,22777,27.4,1016.17,730.6955,0.890688734,0.132,21336,29.1,911.9,0.747989073,-14.26996608,714.93,0.412264753,0.269565092,0.978423981,1
267,Astrocaryum_vulgare,B,D,10,0.181,22585,28.4,941.4,692.6262,0.859174689,0.145,21680,29,872.85,0.760203556,-9.897113335,649.54,0.421381692,0.322410559,0.937792997,0.9
268,Astrocaryum_vulgare,B,D,11,0.18,22625,27.4,930.5,652.4991,0.926055607,0.142,21591,29.1,880.9,0.850040176,-7.601543052,671.15,0.397471813,0.321456382,1.028583794,1
269,Astrocaryum_vulgare,B,W,12,0.18,22585,27.2,891.4,809.9208,0.600601442,0.213,23422,27.9,905.1,0.617516676,1.691523418,644.43,0.30493105,0.321846284,0.795670391,0.8
270,Astrocaryum_vulgare,C,D,1,0.273,24967,28.4,962.5,1024.9609,0.439060212,0.198,23026,29.1,843.63,0.323085056,-11.59751557,477.3,0.473383912,0.357408756,0.4656763,0.5
271,Astrocaryum_vulgare,C,W,2,0.281,25181,28.6,889.7,931.331,0.455299459,0.311,25954,28.5,910.9,0.478062579,2.276312074,424.5,0.499500178,0.522263298,0.455799281,0.5
272,Astrocaryum_vulgare,C,D,3,0.24,24113,28.4,924,977.6315,0.445141395,0.204,23187,29.1,889.4,0.409749737,-3.539165831,451.67,0.483137051,0.447745393,0.462004344,0.5
273,Astrocaryum_vulgare,C,D,4,0.312,25969,28.4,922.7,993.065,0.429143611,0.212,23394,29.4,660.99,0.165605977,-26.35376335,419.11,0.507106786,0.243569152,0.422036825,0.4
274,Astrocaryum_vulgare,C,D,5,0.296,25567,28.3,1002.4,715.262,0.901444506,0.199,23055,29.4,815,0.63944261,-26.20018958,461.65,0.756016676,NA,0.645427829,0.6
275,Astrocaryum_vulgare,C,W,6,0.282,25229,28.3,871.8,828.441,0.552338066,0.297,25594,27,896.34,0.581959971,2.962190428,414.96,0.551445426,0.58106733,0.500892641,0.5
276,Astrocaryum_vulgare,C,D,7,0.3,25694,28.4,878.5,910.753,0.464586447,0.192,22876,29.1,595.34,0.153678879,-31.09075677,398.4,0.527146219,0.216238651,0.437440228,0.4
277,Astrocaryum_vulgare,C,D,8,0.32,26197,28.2,964,982.776,0.480894934,0.171,22349,27.4,603.18,0.113751252,-36.71436828,417.75,0.555823504,0.188679821,0.42507143,0.4
278,Astrocaryum_vulgare,C,D,9,0.325,26306,27.9,930,941.62,0.487659565,0.27,24901,29,765.2,0.312642042,-17.5017523,392.3,0.571037149,0.396019626,0.416622417,0.4
279,Astrocaryum_vulgare,C,D,10,0.314,26034,28,941.2,982.776,0.457695345,0.245,24272,29.2,723.2,0.235874706,-22.18206387,395.1,0.555670875,0.333850236,0.402024469,0.4
280,Astrocaryum_vulgare,C,D,11,0.327,26363,28,852.5,951.909,0.395568799,0.266,24793,30,783.66,0.323250962,-7.23178371,362.1,0.515175295,0.442857458,0.380393504,0.4
281,Astrocaryum_vulgare,C,W,12,0.338,26655,27.5,819.18,931.331,0.37957987,0.363,27284,28.1,846.8,0.409236351,2.965648089,316.2,0.540065777,0.569722258,0.339514093,0.3
